item_id,restaurant_id,item_name,category,raw_category,price,currency,description,variations,variation_min_price,variation_max_price,is_available
26,127,Chicken Tawa Piece,Other,Mains,700.0,PKR,Tender chicken piece cooked on a traditional tawa with aromatic spices and served hot as a single serving portion,,,,True
27,127,Khubani Chutney,Sides & Appetizers,Sides,40.0,PKR,Single Serving,,,,True
28,127,Raita,Sides & Appetizers,Sides,70.0,PKR,Yoghurt infused with multiple spices to go with your desi meals,,,,True
29,127,Salad,Sides & Appetizers,Sides,70.0,PKR,Well-seasoned cut up crunchy vegetables as a refreshing side,,,,True
30,127,Deal 1 (One-Person BBQ Deal),Deals & Combos,Smokin’ Hot Deals,499.2,PKR,"1x Leg or Chest Piece 
1x Raita 
1x Salad 
2x Roti 
1x Drink",,,,True
31,127,Deal 2 (BBQ Kabab Feast),Deals & Combos,Smokin’ Hot Deals,599.2,PKR,"4x Chicken Kabab
1x Afghani Naan 
1x Raita 
1x Salad 
1x Drink",,,,True
32,127,Deal 3 (BBQ Tikka Combo),Deals & Combos,Smokin’ Hot Deals,499.2,PKR,"1x Seekh Chicken Tikka Boti 
2x Naan
1x Raita 
1x Drink",,,,True
33,127,Deal 4 (BBQ Malai Combo),Deals & Combos,Smokin’ Hot Deals,599.2,PKR,"1x Malai Boti 
2x Naan
1x Raita 
1x Salad 
1x Drink",,,,True
34,127,Beef Naan,BBQ & Grill,Tandoor,400.0,PKR,Single Serving,,,,True
35,127,Chicken Naan,BBQ & Grill,Tandoor,400.0,PKR,Single Serving,,,,True
36,127,Garlic Naan,BBQ & Grill,Tandoor,90.0,PKR,Single Serving,,,,True
37,127,Kulcha Naan,BBQ & Grill,Tandoor,70.0,PKR,Single Serving,,,,True
38,127,Kulwangi Naan,BBQ & Grill,Tandoor,90.0,PKR,Single Serving,,,,True
39,127,Rohgni Naan,BBQ & Grill,Tandoor,120.0,PKR,Flatbread baked in the oven until golden and crisped on the outside,,,,True
40,127,Sada Naan,BBQ & Grill,Tandoor,50.0,PKR,Straight out of tandoor fresh and fluffy,,,,True
41,127,Sada Roti,BBQ & Grill,Tandoor,35.0,PKR,The desi way to eat everything desi,,,,True
42,128,Fizz Up Lemon,Add-ons & Condiments,Add Ons,85.0,PKR,A refreshing lemon fizz add-on that brings a zesty citrus burst to your beverage with bright tangy notes and effervescent bubbles,300ml: 85; 500ml: 127.5; 1000ml: 170; 1500ml: 212.5,85.0,1500.0,True
43,128,Mint Raita,Add-ons & Condiments,Add Ons,170.0,PKR,Traditional South Asian style mint yogurt condiment featuring a refreshing and aromatic flavor.,170,170.0,170.0,True
44,128,Next Cola,Add-ons & Condiments,Add Ons,85.0,PKR,Refreshing Next Cola served ice-cold to complement your meal perfectly,300ml: 85; 500ml: 127.5; 1000ml: 170; 1500ml: 212.5,85.0,1500.0,True
45,128,Puri Paratha,Add-ons & Condiments,Add Ons,59.5,PKR,South Asian style pan fried flatbread featuring a flaky texture and comforting savory flavor.,59.5,59.5,59.5,True
46,128,Roghni Naan,Add-ons & Condiments,Add Ons,102.0,PKR,Soft and fluffy naan bread brushed generously with ghee and sesame seeds for a rich buttery flavor and aromatic finish,102,102.0,102.0,True
47,128,Sada Naan,Add-ons & Condiments,Add Ons,42.5,PKR,Soft and fluffy traditional naan bread freshly baked in a tandoor oven. Perfect complement to any curry or meal with its warm pillowy texture and subtle charred edges,42.5,42.5,42.5,True
48,128,Tandoori Roti,Add-ons & Condiments,Add Ons,34.0,PKR,Soft and fluffy tandoori roti freshly baked in a traditional clay oven with a light char and smoky flavor. Perfect complement to any curry or main dish.,34,34.0,34.0,True
49,128,Chicken Cheese Boti,BBQ & Grill,Bar B Q,765.0,PKR,Succulent chunks of tender chicken marinated in aromatic spices and grilled to perfection with melted cheese. A smoky delight.,Half (6 PCS): 765; Full (12 PCS): 1530,6.0,1530.0,True
50,128,Chicken Gola Kabab,BBQ & Grill,Bar B Q,701.25,PKR,Tender chicken minced and marinated in traditional aromatic spices and grilled to perfection on skewers. Juicy succulent and infused with traditional flavors.,Half (6 PCS): 701.25; Full (12 PCS): 1402.5,6.0,1402.5,True
51,128,Chicken Malai Boti,BBQ & Grill,Bar B Q,680.0,PKR,Tender chicken pieces marinated in a rich blend of cream yogurt and aromatic spices then grilled to perfection over charcoal A classic favorite with a smoky flavor and succulent texture,Half (6 PCS): 680; Full (12 PCS): 1360,6.0,1360.0,True
52,128,Chicken Reshmi Kabab,BBQ & Grill,Bar B Q,701.25,PKR,Tender and juicy chicken mince blended with aromatic spices and fresh herbs grilled to perfection on skewers.,Half (3 PCS): 701.25; Full (6 PCS): 1402.5,3.0,1402.5,True
53,128,Chicken Seekh Kabaab,BBQ & Grill,Bar B Q,637.5,PKR,Succulent minced chicken blended with aromatic spices and fresh herbs grilled on skewers until golden and smoky,Half (3 PCS): 637.5; Full (6 PCS): 1275,3.0,1275.0,True
54,128,Chicken Tikka Boti,BBQ & Grill,Bar B Q,616.25,PKR,Succulent chicken tikka boti marinated in aromatic spices and yogurt then grilled to perfection over charcoal.,Half (6 PCS): 616.25; Full (12 PCS): 1232.5,6.0,1232.5,True
55,128,Chicken Tikka Breast Piece,BBQ & Grill,Bar B Q,552.5,PKR,Grilled South Asian style chicken breast featuring a savory and aromatic flavor.,552.5,552.5,552.5,True
56,128,Chicken Tikka Leg Piece,BBQ & Grill,Bar B Q,510.0,PKR,Grilled South Asian style chicken featuring a savory and aromatic flavor.,510,510.0,510.0,True
57,128,Chicken Chutni Roll,Shawarma & Wraps,Rolls,467.5,PKR,Tender chicken tikka chunks infused with savory and tangy flavors wrapped in soft pori paratha for an authentic Pakistani experience,467.5,467.5,467.5,True
58,128,Chicken Kabab Roll,Shawarma & Wraps,Rolls,467.5,PKR,Tender chicken seekh kabab with savory and aromatic flavors wrapped in crispy pori paratha for an authentic South Asian experience,467.5,467.5,467.5,True
59,128,Chicken Malai Boti Roll,Shawarma & Wraps,Rolls,488.75,PKR,Tender chicken malai boti pieces charred to perfection with rich aromatic flavors wrapped in soft pori paratha for an authentic South Asian experience,488.75,488.75,488.75,True
60,129,Mint Raita,Add-ons & Condiments,Add Ons,170.0,PKR,Traditional South Asian style yogurt condiment featuring a refreshing and aromatic flavor.,,,,True
61,129,Puri Paratha,Add-ons & Condiments,Add Ons,59.5,PKR,Golden fried puri paratha with layers of flaky dough fried until crispy and light Perfect accompaniment to any curry or gravy dish,,,,True
62,129,Sada Naan,Add-ons & Condiments,Add Ons,42.5,PKR,Traditional soft and fluffy naan bread baked fresh in a tandoor oven with a light brushing of ghee. Perfect complement to any curry or meal,,,,True
63,129,Tandoori Roti,Add-ons & Condiments,Add Ons,34.0,PKR,Freshly baked tandoori roti with a smoky charred finish and soft texture. Perfect complement to any curry or main dish,,,,True
64,129,Chicken Malai Boti,BBQ & Grill,Bar B Q,680.0,PKR,Tender chicken pieces marinated in creamy yogurt and aromatic spices then grilled to perfection over charcoal A succulent Bar B Q favorite with a smoky flavor and juicy texture,Half (6 PCS): 680.0; Full (12 PCS): 1360.0,6.0,1360.0,True
65,129,Chicken Tikka Boti,BBQ & Grill,Bar B Q,616.25,PKR,Succulent chicken tikka boti marinated in aromatic spices and yogurt then grilled to perfection over charcoal. Tender juicy pieces with a smoky flavor and charred exterior best served with fresh lemon and mint chutney,Half (6 PCS): 616.25; Full (12 PCS): 1232.5,6.0,1232.5,True
66,129,Chicken Tikka Leg Piece,BBQ & Grill,Bar B Q,510.0,PKR,Tender chicken leg piece marinated in aromatic spices and then grilled to perfection over charcoal. Tender juicy meat with a smoky char and vibrant flavors that make it an irresistible Bar B Q favorite,,,,True
67,129,Chicken Chutni Roll,Shawarma & Wraps,Roll,467.5,PKR,Tender diced chicken tikka wrapped in a soft Pori Paratha with tangy chutney and fresh vegetables. A flavorful and satisfying roll perfect for any meal,,,,True
68,129,Chicken Malai Boti Roll,Shawarma & Wraps,Roll,488.75,PKR,Tender chicken pieces marinated in creamy malai sauce with aromatic spices grilled to perfection and wrapped in soft pori paratha with fresh vegetables and mint chutney,,,,True
69,130,Extra Chowmein,Add-ons & Condiments,Add Ons,600.0,PKR,Topping,,,,True
70,130,Extra Cracker,Add-ons & Condiments,Add Ons,400.0,PKR,Topping,,,,True
71,130,Extra Egg,Add-ons & Condiments,Add Ons,250.0,PKR,Topping,,,,True
72,130,Extra Nuts,Add-ons & Condiments,Add Ons,350.0,PKR,Topping,,,,True
73,130,Extra Sole Fish,Add-ons & Condiments,Add Ons,600.0,PKR,Topping,,,,True
74,130,Extra Tobiko,Add-ons & Condiments,Add Ons,550.0,PKR,Seafood,,,,True
75,130,Extra Tofu,Add-ons & Condiments,Add Ons,400.0,PKR,Chinese veg,,,,True
76,130,Chicken Drumstick,Sides & Appetizers,Appetizer,1270.0,PKR,Minced chicken seasoned in signature sauce to form an In-house chicken drum stick,3 Pieces: 1270.0; 6 Pieces: 1750.0,3.0,1750.0,True
77,130,Chicken Nachos,Sides & Appetizers,Appetizer,1320.0,PKR,"Serves 1-2. . Crispy nachos with  a blend of flavorful ingredients, for a satisfying and delicious snack. Comes with cheese",,,,True
78,130,Dumplings Chicken,Sides & Appetizers,Appetizer,1470.0,PKR,"Serves 1-2. Tender chicken dumplings served in a light, flavorful style, perfect as a savory and satisfying treat.",,,,True
79,130,Dumplings Prawns,Sides & Appetizers,Appetizer,2200.0,PKR,"Serves 1-2. Soft and tender dumplings filled with succulent prawns, offering a delicate and flavorful bite in every serving.",,,,True
80,130,Fiery Tempura Prawns,Sides & Appetizers,Appetizer,1780.0,PKR,Mild spicy crispy tempura prawns delivering a perfect balance of crunch and heat in every bite.,3 Pieces: 1780.0; 6 Pieces: 2690.0,3.0,2690.0,True
81,130,Fire Cracker Prawns,Sides & Appetizers,Appetizer,1760.0,PKR,"Serves 1. Mild spicy juicy prawns with a flavorful sauce, delivering a spicy kick and a deliciously satisfying bite every time.",3 Pieces: 1760.0; 6 Pieces: 2690.0,3.0,2690.0,True
82,130,Ginsu Prawns,Sides & Appetizers,Appetizer,2360.0,PKR,"Serves 1-2. Spicy crispy prawns tossed in a bold, flavorful sauce, offering a perfect balance of crunch and zest in every bite.",,,,True
83,130,Gyoza Dumplings,Sides & Appetizers,Appetizer,1720.0,PKR,"Serves 1-2. Soft and tender dumplings filled with savory ingredients, offering a delicate and satisfying bite in every spoonful.",,,,True
84,130,Nana Chicken,Sides & Appetizers,Appetizer,1470.0,PKR,"Serves 1-2. Spicy Tender chicken pieces cooked in a flavorful, mildly spiced sauce, offering a delicious and satisfying taste in every bite.",,,,True
85,130,Nana Prawns,Sides & Appetizers,Appetizer,2360.0,PKR,"Serves 1. Tender prawns cooked in a mildly spiced, flavorful sauce, offering a delicious and satisfying bite every time.",,,,True
86,130,Pan Seared Spicy Dumplings,Sides & Appetizers,Appetizer,1560.0,PKR,"Serves 1-2. Mild spicy crispy pan-seared dumplings with a spicy, flavorful filling, perfect as a savory and satisfying appetizer.",,,,True
87,130,Red Hot Wings,Sides & Appetizers,Appetizer,1490.0,PKR,"Serves 1-2. Mild spicy juicy chicken wings tossed in a fiery, flavorful sauce, delivering a bold and satisfying kick in every bite.",,,,True
88,130,Beef Bibimbap,Meat Mains,Beef,2190.0,PKR,"Serves 1. A hearty Korean-style bowl with tender beef, rice, and fresh vegetables, served with a flavorful sauce for a satisfying and balanced meal.. Comes with egg",,,,True
89,130,Beef Chilli Dry,Meat Mains,Beef,2180.0,PKR,"Serves 1. Tender beef pieces tossed in a bold and spicy sauce, creating a dry, flavorful, and satisfying dish.",,,,True
90,130,Beef in Black Bean Sauce,Meat Mains,Beef,2180.0,PKR,"Serves 1. Tender beef cooked in a rich and savory black bean sauce, delivering a bold and satisfying flavor in every bite.",,,,True
91,130,Crunchy Honey Beef,Meat Mains,Beef,2180.0,PKR,"Serves 1. Tender beef coated in a sweet honey glaze with a light crunch, offering a flavorful and satisfying dish.",,,,True
92,130,Dragon Beef,Meat Mains,Beef,2190.0,PKR,Serves 1. Stir-fried mild spicy beef simmered in spicy tangy sauce,,,,True
93,130,Lettuce Wraps In Wok-Fried Beef,Meat Mains,Beef,1980.0,PKR,"Serves 1. Crisp lettuce with tender wok-fried beef and flavorful ingredients, creating a light and satisfying bite.. Comes with nuts",,,,True
94,130,Mongolian Beef,Meat Mains,Beef,2160.0,PKR,"Serves 1. Tender beef stir-fried in a savory Mongolian-style sauce, delivering a rich, flavorful, and satisfying dish.",,,,True
95,130,Oyster Beef,Meat Mains,Beef,2190.0,PKR,Serves 1. Stir-fried beef with red & green chilies seasoned in signature oyster sauce,,,,True
96,130,Shanghai Beef,Meat Mains,Beef,2190.0,PKR,Serves 1. Tender beef chunks seasoned in a dark mushroom soy sauce with shallots.,,,,True
97,130,Spicy Basil Beef,Meat Mains,Beef,2190.0,PKR,"Serves 1. Tender beef stir-fried with aromatic basil and spices, delivering a bold, savory, and satisfying dish",,,,True
98,130,White Sesame Beef Bulgogi,Meat Mains,Beef,2190.0,PKR,"Serves 1. Tender beef cooked in a savory bulgogi-style sauce with a hint of sesame, offering a rich and flavorful Korean-inspired dish.",,,,True
99,130,Dasani Water - 500 Ml,Beverages,Beverages,195.0,PKR,Bottled hydration,,,,True
100,130,Fresh Lime,Beverages,Beverages,290.0,PKR,Serves 1.Sprite Fresh Lime,COKE: 290.0; DIET COKE: 290.0; Sprite: 290.0; Zero Sprite: 290.0,290.0,290.0,True
101,130,Mint Margarita,Beverages,Beverages,610.0,PKR,"Serves 1. A cool and refreshing drink with fresh mint and lime, perfect to enjoy anytime.",,,,True
102,130,Pina Colada,Beverages,Beverages,750.0,PKR,"Single Serving. A sweet and creamy tropical drink with pineapple and coconut, perfect for a refreshing treat.",,,,True
103,130,Almond Chicken,Meat Mains,Chicken,1970.0,PKR,"Serves 1. Tender chicken cooked with crunchy almonds in a savory sauce, creating a flavorful and satisfying dish. Comes with nuts",,,,True
104,130,Basil Chicken,Meat Mains,Chicken,1930.0,PKR,Serves 1. Minced chicken served in signature spicy basil sauce & topped with fresh basil leave,,,,True
105,130,Black Pepper Chicken,Meat Mains,Chicken,1930.0,PKR,Serves 1. Stir-fried chicken seasoned with signature black pepper sauce,,,,True
106,130,Chicken Chilli Dry,Meat Mains,Chicken,1960.0,PKR,"Serves 1. Tender chicken pieces tossed in a spicy, flavorful sauce, creating a bold and satisfying dry-style dish.",,,,True
107,130,Chicken In Garlic Sauce,Meat Mains,Chicken,1910.0,PKR,"Serves 1. Tender chicken cooked in a savory garlic sauce, delivering a flavorful and satisfying dish.",,,,True
108,130,Chicken With Cashew Nuts,Meat Mains,Chicken,1990.0,PKR,"Serves 1. Tender chicken stir-fried with crunchy cashew nuts in a flavorful sauce, creating a savory and satisfying dish.. Comes with nuts",,,,True
109,130,Crunchy Honey Chicken,Meat Mains,Chicken,1960.0,PKR,Serves 1. Crunchy chicken bites seasoned & topped with signature honey sauce,,,,True
110,130,Desi Manchurian,Meat Mains,Chicken,1960.0,PKR,"Serves 1. Crispy Manchurian-style chicken tossed in a bold, savory sauce with a local twist, offering a flavorful and satisfying bite.",,,,True
111,130,Dragon Chicken,Meat Mains,Chicken,1940.0,PKR,Serves 1. Stir-fried mild spicy chicken simmered in spicy tangy sauce,,,,True
112,130,Extreme Spicy Chicken,Meat Mains,Chicken,1910.0,PKR,"Serves 1. Tender chicken tossed in a fiery, bold sauce, delivering an intense and flavorful spicy kick in every bite.",,,,True
113,130,Green Curry,Meat Mains,Chicken,1960.0,PKR,"Serves 1. Tender chicken cooked in a rich and mildly spiced green curry sauce, offering a flavorful and satisfying Thai-inspired dish.",,,,True
114,130,Hot & Sour Chicken,Meat Mains,Chicken,1960.0,PKR,"Serves 1. Tender chicken in a bold hot and sour sauce, offering a perfect balance of spice and tang for a flavorful and satisfying dish",,,,True
115,130,Kung Pao Chicken,Meat Mains,Chicken,1960.0,PKR,"Serves 1. Tender chicken stir-fried with peanuts and vegetables in a bold, savory sauce, delivering a flavorful and satisfying bite. Comes with nuts",,,,True
116,130,Lettuce Wraps With Wok-Fried Chicken,Meat Mains,Chicken,1880.0,PKR,"Serves 1. Crisp lettuce filled with tender wok-fried chicken and flavorful ingredients, creating a light and satisfying bite. Comes with nuts",,,,True
117,130,Mapo Tofu,Meat Mains,Chicken,1940.0,PKR,Serves 1. Mild spicy. Spicy tofu served with minced chicken & rice,Fried: 1940.0; Boiled: 1940.0,1940.0,1940.0,True
118,130,Mongolian Chicken,Meat Mains,Chicken,1940.0,PKR,"Serves 1. Tender chicken stir-fried in a savory Mongolian-style sauce, offering a rich, flavorful, and satisfying dish.",,,,True
119,130,Orange Chicken,Meat Mains,Chicken,1950.0,PKR,Serves 1. Stir-fried chicken in signature sauce and orange chilli sambal,,,,True
120,130,Oyster Chicken,Meat Mains,Chicken,1960.0,PKR,Serves 1. Stir-fried chicken with red & green chilies seasoned in signature oyster sauce,,,,True
121,130,Penang Curry,Meat Mains,Chicken,1980.0,PKR,"Serves 1. A flavorful Thai-style Penang curry with a rich, mildly spiced sauce, offering a creamy and satisfying meal.",,,,True
122,130,Red Curry,Meat Mains,Chicken,1960.0,PKR,"Serves 1. A rich and mildly spiced Thai-style red curry, packed with bold flavors for a warm and satisfying meal.",,,,True
123,130,Sesame Chicken,Meat Mains,Chicken,1960.0,PKR,Serves 1. Signature battered-chicken seasoned in signature sweet sesame sauce,,,,True
124,130,Spicy Black Bean Chicken,Meat Mains,Chicken,1960.0,PKR,"Serves 1. Tender chicken cooked in a bold and spicy black bean sauce, delivering a rich and flavorful dish.",,,,True
125,130,Sweet & Sour Special Manchurian,Meat Mains,Chicken,1920.0,PKR,"Serves 1. Crispy Manchurian pieces tossed in a tangy sweet and sour sauce, offering a flavorful and satisfying bite.",,,,True
126,130,Sweet & Sour Spicy Chicken,Meat Mains,Chicken,1920.0,PKR,"Serves 1. Tender chicken in a tangy sweet and spicy sauce, delivering a flavorful and satisfying bite with every serving.",,,,True
127,130,Szechuan Chicken Gravy,Meat Mains,Chicken,1920.0,PKR,"Serves 1. Tender chicken cooked in a bold Szechuan-style gravy, delivering a spicy and flavorful dish perfect for a satisfying meal..",,,,True
128,130,Szechuan Chilli Dry,Meat Mains,Chicken,1920.0,PKR,"Serves 1. Tender pieces tossed in a bold Szechuan chili sauce, delivering a dry, spicy, and flavorful dish.",,,,True
129,130,American Chop Suey,Other,Chop Suey,1810.0,PKR,"Serves 1. Tender meat and vegetables stir-fried with noodles in a savory sauce, offering a classic and satisfying American-style dish.",,,,True
130,130,Prawn Chop Suey,Other,Chop Suey,2180.0,PKR,"Serves 1. Juicy prawns stir-fried with vegetables and noodles in a savory sauce, creating a flavorful and satisfying meal.",,,,True
131,130,Beef Chow Mein,Other,Chow Mein,1950.0,PKR,"Serves 1. Soft noodles stir-fried with tender beef and vegetables in a savory sauce, delivering a rich and satisfying meal.",,,,True
132,130,Chicken Chow Mein,Other,Chow Mein,1610.0,PKR,"Serves 1. Soft noodles stir-fried with tender chicken and vegetables in a savory sauce, delivering a flavorful and satisfying meal.",,,,True
133,130,Prawn Chow Mein,Other,Chow Mein,2270.0,PKR,"Serves 1. Soft noodles stir-fried with juicy prawns and vegetables in a savory sauce, creating a flavorful and satisfying meal.",,,,True
134,130,Molten Lava,Desserts,Desserts,1200.0,PKR,"Serves 1. A warm chocolate cake with a gooey molten center, offering a rich and indulgent dessert experience.",,,,True
135,130,Red Velvet Cake Slice,Desserts,Desserts,750.0,PKR,"Serves 1. A moist and rich red velvet cake slice with a smooth cream cheese frosting, offering a sweet and indulgent treat.",Slice: 750.0; 2 Pound: 2000.0; 3 Pound: 2800.0,2.0,2800.0,True
136,130,Tiramisu,Desserts,Desserts,800.0,PKR,"Serves 1. A classic Italian dessert with layers of coffee-soaked sponge and creamy mascarpone, offering a rich and indulgent treat.",,,,True
137,130,Meal For 1,Deals & Combos,Exclusive Combos,1350.0,PKR,"Szechuan Chicken Gravy (Half Serving), Egg Fried Rice (Half Serving), 2 spring rolls & one 350ml Drink",,,,True
138,130,Meal For 2,Deals & Combos,Exclusive Combos,1725.0,PKR,"2pcs Mini Drum Stick, Chicken Chili Onion (Half Serving), Szechuan Chicken Gravy (Half Serving), Chicken Chowmein (Half Serving), Egg Fried Rice & 2 Drinks (350ml)",,,,True
139,130,Meal For 4,Deals & Combos,Exclusive Combos,3500.0,PKR,"8Pcs Honey Wings, Chicken Manchurian (Full serving), Chicken in Garlic Sauce (Full serving), Chicken Chowmein (Full serving),  Egg Fried Rice (Full serving) & 4 350ml Drinks",,,,True
140,130,Assorted Sushi Balls,Japanese,Japanese,2580.0,PKR,Serves 1,,,,True
141,130,Bamboo Maki,Japanese,Japanese,3650.0,PKR,"Serves 1. In-house battered prawns topped with seasoned sushi rice & layer of pink salmon served with shogha, wasabi & soy sauce",,,,True
142,130,Batter Fried Tempura Roll,Japanese,Japanese,2900.0,PKR,"Serves 1. Battered-fried spicy prawns topped with in-house crunchy sticky rice served with shogha, wasabi & soy sauce",,,,True
143,130,Beef Tataki,Japanese,Japanese,3180.0,PKR,"Serves 1. Smoked Beef slices marinated in signature sauce, topped with crispy garlic & green onion",,,,True
144,130,Beef Teppanyaki,Japanese,Japanese,3580.0,PKR,"Tender beef strips stir-fried with fresh vegetables in a rich and savory Japanese teppanyaki sauce. Served sizzling hot with aromatic sticky garlic rice, this dish delivers a bold combination of smoky, sweet, and umami flavors in every bite.",,,,True
145,130,California Roll,Japanese,Japanese,2090.0,PKR,"Serves 1-2. Blanched-prawns topped with crab stick, avocado, and pickled cucumber, sticky rice & tobiko orange served with shogha, ginger & soy sauce",4 Pcs: 2090.0; 8 Pcs: 2890.0,4.0,2890.0,True
146,130,Chicken Teppanyaki,Japanese,Japanese,3180.0,PKR,Serves 1. Slices chicken in signature teppanyaki sauce & veggies in butter & served with sticky garlic rice,,,,True
147,130,Crazy Salmon Roll,Japanese,Japanese,3500.0,PKR,"Salmon roll topped with potato crunch & sesame, stuffed with cheese & served with shogha & soy sauce",,,,True
148,130,Crunchy California Maki,Japanese,Japanese,3100.0,PKR,"Serves 1-2. Crunchy combo of prawn & crab stuffed with pickled cucumber, served with shogha, wasabi & soy sauce",,,,True
149,130,Crunchy Maki,Japanese,Japanese,1990.0,PKR,"Serves 1. Signature battered-prawn topped with in-house crunch & sticky rice served with shogha, wasabi & soy sauce",5 Pcs: 1990.0; 10 Pcs: 2950.0,5.0,2950.0,True
150,130,Dynamite Roll,Japanese,Japanese,3150.0,PKR,"A delicious combination of sushi prawn, cucumber, and crabstick, topped with a creamy crab and cucumber salad with spicy mayo. Finished with black and white sesame seeds and colorful tobiko.",,,,True
151,130,Edamame,Japanese,Japanese,1600.0,PKR,Japanese beans seasoned salted,SALTED: 1600.0; SPICY: 1650.0,1600.0,1650.0,True
152,130,Explosion Roll,Japanese,Japanese,3560.0,PKR,"A bold and flavorful roll with crispy prawn tempura, topped with fresh salmon, jalapeños, crabstick, cucumber, crunch, and spicy mayo. Finished with diced tuna and a touch of wasabi sauce.",,,,True
153,130,Fish Teppanyaki,Japanese,Japanese,2890.0,PKR,Serves 1. Fish in signature teppanyaki sauce & veggies in butter & served with sticky garlic rice,2 Pcs: 2890.0; 4pcs: 3790.0,2.0,3790.0,True
154,130,Kappa Maki,Japanese,Japanese,2150.0,PKR,A classic Japanese sushi roll made with crisp cucumber wrapped in seasoned sushi rice and nori seaweed,,,,True
155,130,Prawn Nigiri,Japanese,Japanese,2290.0,PKR,Nigiri featuring succulent shrimp served over hand-pressed seasoned sushi rice,,,,True
