candidate_id,restaurant_id,restaurant_name,candidate_type,display_name,category,price,rating,area,embed_text
item_64,129,BBQ Master - Branch 2,menu_item,Chicken Malai Boti,BBQ & Grill,680.0,0.0,Lahore,Chicken Malai Boti . BBQ & Grill . Tender chicken pieces marinated in creamy yogurt and aromatic spices then grilled to perfection over charcoal A succulent Bar B Q favorite with a smoky flavor and juicy texture . at BBQ Master - Branch 2 . in Lahore
item_65,129,BBQ Master - Branch 2,menu_item,Chicken Tikka Boti,BBQ & Grill,616.25,0.0,Lahore,Chicken Tikka Boti . BBQ & Grill . Succulent chicken tikka boti marinated in aromatic spices and yogurt then grilled to perfection over charcoal. Tender juicy pieces with a smoky flavor and charred exterior best served with fresh lemon and mint chutney . at BBQ Master - Branch 2 . in Lahore
item_66,129,BBQ Master - Branch 2,menu_item,Chicken Tikka Leg Piece,BBQ & Grill,510.0,0.0,Lahore,Chicken Tikka Leg Piece . BBQ & Grill . Tender chicken leg piece marinated in aromatic spices and then grilled to perfection over charcoal. Tender juicy meat with a smoky char and vibrant flavors that make it an irresistible Bar B Q favorite . at BBQ Master - Branch 2 . in Lahore
item_67,129,BBQ Master - Branch 2,menu_item,Chicken Chutni Roll,Shawarma & Wraps,467.5,0.0,Lahore,Chicken Chutni Roll . Shawarma & Wraps . Tender diced chicken tikka wrapped in a soft Pori Paratha with tangy chutney and fresh vegetables. A flavorful and satisfying roll perfect for any meal . at BBQ Master - Branch 2 . in Lahore
item_68,129,BBQ Master - Branch 2,menu_item,Chicken Malai Boti Roll,Shawarma & Wraps,488.75,0.0,Lahore,Chicken Malai Boti Roll . Shawarma & Wraps . Tender chicken pieces marinated in creamy malai sauce with aromatic spices grilled to perfection and wrapped in soft pori paratha with fresh vegetables and mint chutney . at BBQ Master - Branch 2 . in Lahore
item_69,130,Bamboo Union - DHA,menu_item,Extra Chowmein,Add-ons & Condiments,600.0,4.8,DHA,Extra Chowmein . Add-ons & Condiments . Topping . at Bamboo Union - DHA . in DHA
item_70,130,Bamboo Union - DHA,menu_item,Extra Cracker,Add-ons & Condiments,400.0,4.8,DHA,Extra Cracker . Add-ons & Condiments . Topping . at Bamboo Union - DHA . in DHA
item_71,130,Bamboo Union - DHA,menu_item,Extra Egg,Add-ons & Condiments,250.0,4.8,DHA,Extra Egg . Add-ons & Condiments . Topping . at Bamboo Union - DHA . in DHA
item_72,130,Bamboo Union - DHA,menu_item,Extra Nuts,Add-ons & Condiments,350.0,4.8,DHA,Extra Nuts . Add-ons & Condiments . Topping . at Bamboo Union - DHA . in DHA
item_73,130,Bamboo Union - DHA,menu_item,Extra Sole Fish,Add-ons & Condiments,600.0,4.8,DHA,Extra Sole Fish . Add-ons & Condiments . Topping . at Bamboo Union - DHA . in DHA
item_74,130,Bamboo Union - DHA,menu_item,Extra Tobiko,Add-ons & Condiments,550.0,4.8,DHA,Extra Tobiko . Add-ons & Condiments . Seafood . at Bamboo Union - DHA . in DHA
item_75,130,Bamboo Union - DHA,menu_item,Extra Tofu,Add-ons & Condiments,400.0,4.8,DHA,Extra Tofu . Add-ons & Condiments . Chinese veg . at Bamboo Union - DHA . in DHA
item_76,130,Bamboo Union - DHA,menu_item,Chicken Drumstick,Sides & Appetizers,1270.0,4.8,DHA,Chicken Drumstick . Sides & Appetizers . Minced chicken seasoned in signature sauce to form an In-house chicken drum stick . at Bamboo Union - DHA . in DHA
item_77,130,Bamboo Union - DHA,menu_item,Chicken Nachos,Sides & Appetizers,1320.0,4.8,DHA,"Chicken Nachos . Sides & Appetizers . Serves 1-2. . Crispy nachos with  a blend of flavorful ingredients, for a satisfying and delicious snack. Comes with cheese . at Bamboo Union - DHA . in DHA"
item_78,130,Bamboo Union - DHA,menu_item,Dumplings Chicken,Sides & Appetizers,1470.0,4.8,DHA,"Dumplings Chicken . Sides & Appetizers . Serves 1-2. Tender chicken dumplings served in a light, flavorful style, perfect as a savory and satisfying treat. . at Bamboo Union - DHA . in DHA"
item_79,130,Bamboo Union - DHA,menu_item,Dumplings Prawns,Sides & Appetizers,2200.0,4.8,DHA,"Dumplings Prawns . Sides & Appetizers . Serves 1-2. Soft and tender dumplings filled with succulent prawns, offering a delicate and flavorful bite in every serving. . at Bamboo Union - DHA . in DHA"
item_80,130,Bamboo Union - DHA,menu_item,Fiery Tempura Prawns,Sides & Appetizers,1780.0,4.8,DHA,Fiery Tempura Prawns . Sides & Appetizers . Mild spicy crispy tempura prawns delivering a perfect balance of crunch and heat in every bite. . at Bamboo Union - DHA . in DHA
item_81,130,Bamboo Union - DHA,menu_item,Fire Cracker Prawns,Sides & Appetizers,1760.0,4.8,DHA,"Fire Cracker Prawns . Sides & Appetizers . Serves 1. Mild spicy juicy prawns with a flavorful sauce, delivering a spicy kick and a deliciously satisfying bite every time. . at Bamboo Union - DHA . in DHA"
item_82,130,Bamboo Union - DHA,menu_item,Ginsu Prawns,Sides & Appetizers,2360.0,4.8,DHA,"Ginsu Prawns . Sides & Appetizers . Serves 1-2. Spicy crispy prawns tossed in a bold, flavorful sauce, offering a perfect balance of crunch and zest in every bite. . at Bamboo Union - DHA . in DHA"
item_83,130,Bamboo Union - DHA,menu_item,Gyoza Dumplings,Sides & Appetizers,1720.0,4.8,DHA,"Gyoza Dumplings . Sides & Appetizers . Serves 1-2. Soft and tender dumplings filled with savory ingredients, offering a delicate and satisfying bite in every spoonful. . at Bamboo Union - DHA . in DHA"
item_84,130,Bamboo Union - DHA,menu_item,Nana Chicken,Sides & Appetizers,1470.0,4.8,DHA,"Nana Chicken . Sides & Appetizers . Serves 1-2. Spicy Tender chicken pieces cooked in a flavorful, mildly spiced sauce, offering a delicious and satisfying taste in every bite. . at Bamboo Union - DHA . in DHA"
item_85,130,Bamboo Union - DHA,menu_item,Nana Prawns,Sides & Appetizers,2360.0,4.8,DHA,"Nana Prawns . Sides & Appetizers . Serves 1. Tender prawns cooked in a mildly spiced, flavorful sauce, offering a delicious and satisfying bite every time. . at Bamboo Union - DHA . in DHA"
item_86,130,Bamboo Union - DHA,menu_item,Pan Seared Spicy Dumplings,Sides & Appetizers,1560.0,4.8,DHA,"Pan Seared Spicy Dumplings . Sides & Appetizers . Serves 1-2. Mild spicy crispy pan-seared dumplings with a spicy, flavorful filling, perfect as a savory and satisfying appetizer. . at Bamboo Union - DHA . in DHA"
item_87,130,Bamboo Union - DHA,menu_item,Red Hot Wings,Sides & Appetizers,1490.0,4.8,DHA,"Red Hot Wings . Sides & Appetizers . Serves 1-2. Mild spicy juicy chicken wings tossed in a fiery, flavorful sauce, delivering a bold and satisfying kick in every bite. . at Bamboo Union - DHA . in DHA"
item_88,130,Bamboo Union - DHA,menu_item,Beef Bibimbap,Meat Mains,2190.0,4.8,DHA,"Beef Bibimbap . Meat Mains . Serves 1. A hearty Korean-style bowl with tender beef, rice, and fresh vegetables, served with a flavorful sauce for a satisfying and balanced meal.. Comes with egg . at Bamboo Union - DHA . in DHA"
item_89,130,Bamboo Union - DHA,menu_item,Beef Chilli Dry,Meat Mains,2180.0,4.8,DHA,"Beef Chilli Dry . Meat Mains . Serves 1. Tender beef pieces tossed in a bold and spicy sauce, creating a dry, flavorful, and satisfying dish. . at Bamboo Union - DHA . in DHA"
item_90,130,Bamboo Union - DHA,menu_item,Beef in Black Bean Sauce,Meat Mains,2180.0,4.8,DHA,"Beef in Black Bean Sauce . Meat Mains . Serves 1. Tender beef cooked in a rich and savory black bean sauce, delivering a bold and satisfying flavor in every bite. . at Bamboo Union - DHA . in DHA"
item_91,130,Bamboo Union - DHA,menu_item,Crunchy Honey Beef,Meat Mains,2180.0,4.8,DHA,"Crunchy Honey Beef . Meat Mains . Serves 1. Tender beef coated in a sweet honey glaze with a light crunch, offering a flavorful and satisfying dish. . at Bamboo Union - DHA . in DHA"
item_92,130,Bamboo Union - DHA,menu_item,Dragon Beef,Meat Mains,2190.0,4.8,DHA,Dragon Beef . Meat Mains . Serves 1. Stir-fried mild spicy beef simmered in spicy tangy sauce . at Bamboo Union - DHA . in DHA
item_93,130,Bamboo Union - DHA,menu_item,Lettuce Wraps In Wok-Fried Beef,Meat Mains,1980.0,4.8,DHA,"Lettuce Wraps In Wok-Fried Beef . Meat Mains . Serves 1. Crisp lettuce with tender wok-fried beef and flavorful ingredients, creating a light and satisfying bite.. Comes with nuts . at Bamboo Union - DHA . in DHA"
item_94,130,Bamboo Union - DHA,menu_item,Mongolian Beef,Meat Mains,2160.0,4.8,DHA,"Mongolian Beef . Meat Mains . Serves 1. Tender beef stir-fried in a savory Mongolian-style sauce, delivering a rich, flavorful, and satisfying dish. . at Bamboo Union - DHA . in DHA"
item_95,130,Bamboo Union - DHA,menu_item,Oyster Beef,Meat Mains,2190.0,4.8,DHA,Oyster Beef . Meat Mains . Serves 1. Stir-fried beef with red & green chilies seasoned in signature oyster sauce . at Bamboo Union - DHA . in DHA
item_96,130,Bamboo Union - DHA,menu_item,Shanghai Beef,Meat Mains,2190.0,4.8,DHA,Shanghai Beef . Meat Mains . Serves 1. Tender beef chunks seasoned in a dark mushroom soy sauce with shallots. . at Bamboo Union - DHA . in DHA
item_97,130,Bamboo Union - DHA,menu_item,Spicy Basil Beef,Meat Mains,2190.0,4.8,DHA,"Spicy Basil Beef . Meat Mains . Serves 1. Tender beef stir-fried with aromatic basil and spices, delivering a bold, savory, and satisfying dish . at Bamboo Union - DHA . in DHA"
item_98,130,Bamboo Union - DHA,menu_item,White Sesame Beef Bulgogi,Meat Mains,2190.0,4.8,DHA,"White Sesame Beef Bulgogi . Meat Mains . Serves 1. Tender beef cooked in a savory bulgogi-style sauce with a hint of sesame, offering a rich and flavorful Korean-inspired dish. . at Bamboo Union - DHA . in DHA"
item_99,130,Bamboo Union - DHA,menu_item,Dasani Water - 500 Ml,Beverages,195.0,4.8,DHA,Dasani Water - 500 Ml . Beverages . Bottled hydration . at Bamboo Union - DHA . in DHA
item_100,130,Bamboo Union - DHA,menu_item,Fresh Lime,Beverages,290.0,4.8,DHA,Fresh Lime . Beverages . Serves 1.Sprite Fresh Lime . at Bamboo Union - DHA . in DHA
item_101,130,Bamboo Union - DHA,menu_item,Mint Margarita,Beverages,610.0,4.8,DHA,"Mint Margarita . Beverages . Serves 1. A cool and refreshing drink with fresh mint and lime, perfect to enjoy anytime. . at Bamboo Union - DHA . in DHA"
item_102,130,Bamboo Union - DHA,menu_item,Pina Colada,Beverages,750.0,4.8,DHA,"Pina Colada . Beverages . Single Serving. A sweet and creamy tropical drink with pineapple and coconut, perfect for a refreshing treat. . at Bamboo Union - DHA . in DHA"
item_103,130,Bamboo Union - DHA,menu_item,Almond Chicken,Meat Mains,1970.0,4.8,DHA,"Almond Chicken . Meat Mains . Serves 1. Tender chicken cooked with crunchy almonds in a savory sauce, creating a flavorful and satisfying dish. Comes with nuts . at Bamboo Union - DHA . in DHA"
item_104,130,Bamboo Union - DHA,menu_item,Basil Chicken,Meat Mains,1930.0,4.8,DHA,Basil Chicken . Meat Mains . Serves 1. Minced chicken served in signature spicy basil sauce & topped with fresh basil leave . at Bamboo Union - DHA . in DHA
item_105,130,Bamboo Union - DHA,menu_item,Black Pepper Chicken,Meat Mains,1930.0,4.8,DHA,Black Pepper Chicken . Meat Mains . Serves 1. Stir-fried chicken seasoned with signature black pepper sauce . at Bamboo Union - DHA . in DHA
item_106,130,Bamboo Union - DHA,menu_item,Chicken Chilli Dry,Meat Mains,1960.0,4.8,DHA,"Chicken Chilli Dry . Meat Mains . Serves 1. Tender chicken pieces tossed in a spicy, flavorful sauce, creating a bold and satisfying dry-style dish. . at Bamboo Union - DHA . in DHA"
item_107,130,Bamboo Union - DHA,menu_item,Chicken In Garlic Sauce,Meat Mains,1910.0,4.8,DHA,"Chicken In Garlic Sauce . Meat Mains . Serves 1. Tender chicken cooked in a savory garlic sauce, delivering a flavorful and satisfying dish. . at Bamboo Union - DHA . in DHA"
